date,home_team,away_team,home_goals,away_goals,tournament
2024-01-23,Jamaica,Canada,2,0,WC Qualifier
2024-01-24,Iran,Austria,3,2,WC Qualifier
2024-01-25,Switzerland,Saudi Arabia,2,1,WC Qualifier
2024-01-26,Peru,Mexico,1,2,Nations League
2024-01-26,Uzbekistan,Croatia,5,4,WC Qualifier
2024-01-27,Tunisia,Jamaica,3,2,Continental Cup
2024-01-28,Serbia,Uzbekistan,3,4,Nations League
2024-01-29,Morocco,South Korea,2,0,Friendly
2024-01-30,Chile,Senegal,2,2,Friendly
2024-01-31,Panama,Cape Verde,2,3,Nations League
2024-02-01,Curacao,Brazil,1,5,Friendly
2024-02-02,Tunisia,Jamaica,1,0,WC Qualifier
2024-02-03,Morocco,Argentina,0,2,Continental Cup
2024-02-04,Saudi Arabia,Netherlands,0,1,Continental Cup
2024-02-05,Iran,Scotland,2,1,WC Qualifier
2024-02-05,United States,Senegal,2,3,WC Qualifier
2024-02-06,Austria,Colombia,2,3,Friendly
2024-02-07,Portugal,United States,5,5,Friendly
2024-02-08,Netherlands,Chile,3,2,Nations League
2024-02-09,Spain,Qatar,4,0,Friendly
2024-02-10,Belgium,Turkey,4,4,WC Qualifier
2024-02-11,Panama,Denmark,1,3,WC Qualifier
2024-02-12,Australia,Germany,3,4,Friendly
2024-02-13,Algeria,United States,1,2,Friendly
2024-02-14,Uzbekistan,South Korea,0,2,WC Qualifier
2024-02-14,Chile,United States,0,1,Nations League
2024-02-15,Nigeria,Scotland,2,0,Nations League
2024-02-16,Serbia,Chile,2,3,Friendly
2024-02-17,Germany,Costa Rica,2,1,Continental Cup
2024-02-18,Mexico,Serbia,2,1,Friendly
2024-02-19,Canada,France,2,2,WC Qualifier
2024-02-20,Iran,Croatia,1,2,Continental Cup
2024-02-21,South Korea,Switzerland,0,1,Continental Cup
2024-02-22,Japan,Cape Verde,1,1,Continental Cup
2024-02-23,Belgium,Chile,2,0,Friendly
2024-02-23,Netherlands,Spain,0,0,Nations League
2024-02-24,Mexico,Saudi Arabia,1,2,WC Qualifier
2024-02-25,Tunisia,Iran,1,2,Nations League
2024-02-26,England,United States,2,1,Friendly
2024-02-27,New Zealand,South Korea,4,3,Continental Cup
2024-02-28,Egypt,Brazil,0,2,WC Qualifier
2024-02-29,Ukraine,Wales,0,1,Continental Cup
2024-03-01,Wales,Serbia,2,0,WC Qualifier
2024-03-02,Cape Verde,Qatar,1,2,Nations League
2024-03-03,Italy,Denmark,0,1,Nations League
2024-03-04,Portugal,Germany,3,3,Nations League
2024-03-04,Nigeria,Colombia,0,1,WC Qualifier
2024-03-05,Nigeria,England,2,5,Friendly
2024-03-06,Canada,Panama,0,0,Continental Cup
2024-03-07,Australia,Netherlands,0,1,WC Qualifier
2024-03-08,Tunisia,Poland,1,2,Continental Cup
2024-03-09,Costa Rica,England,0,1,Friendly
2024-03-10,Poland,Switzerland,0,0,Nations League
2024-03-11,Australia,Cape Verde,2,1,Friendly
2024-03-12,Uruguay,Nigeria,0,4,Nations League
2024-03-13,Italy,Poland,2,1,Friendly
2024-03-13,Japan,Ecuador,2,1,Nations League
2024-03-14,Saudi Arabia,Mexico,3,4,Friendly
2024-03-15,Croatia,Germany,0,0,Friendly
2024-03-16,Belgium,Germany,3,4,WC Qualifier
2024-03-17,Ecuador,Switzerland,2,2,WC Qualifier
2024-03-18,Japan,Algeria,2,1,WC Qualifier
2024-03-19,Ecuador,Iran,0,0,Friendly
2024-03-20,Brazil,Iran,1,2,WC Qualifier
2024-03-21,Argentina,Qatar,2,1,Friendly
2024-03-22,Jordan,Italy,0,1,Friendly
2024-03-22,Costa Rica,South Korea,3,3,Friendly
2024-03-23,Jamaica,Uzbekistan,1,2,Continental Cup
2024-03-24,Ecuador,New Zealand,3,2,Friendly
2024-03-25,Senegal,Denmark,5,4,WC Qualifier
2024-03-26,Colombia,United States,1,0,Continental Cup
2024-03-27,Ukraine,Austria,2,1,WC Qualifier
2024-03-28,Belgium,Nigeria,4,0,Friendly
2024-03-29,Chile,Poland,0,1,WC Qualifier
2024-03-30,Croatia,Argentina,1,4,Nations League
2024-03-31,Croatia,Ecuador,0,1,Continental Cup
2024-04-01,Jamaica,Senegal,2,3,WC Qualifier
2024-04-01,Iran,Jamaica,1,2,Friendly
2024-04-02,Brazil,France,0,0,Continental Cup
2024-04-03,England,Jordan,2,1,WC Qualifier
2024-04-04,France,Belgium,1,1,WC Qualifier
2024-04-05,United States,Egypt,1,0,Friendly
2024-04-06,Germany,Jordan,2,1,Friendly
2024-04-07,Qatar,Canada,1,2,Friendly
2024-04-08,Peru,Egypt,1,0,Nations League
2024-04-09,Saudi Arabia,Algeria,0,0,Nations League
2024-04-10,South Korea,Australia,1,1,Friendly
2024-04-10,Curacao,Jordan,2,2,WC Qualifier
2024-04-11,Iran,Denmark,3,2,WC Qualifier
2024-04-12,Switzerland,Colombia,3,4,Nations League
2024-04-13,Iran,Denmark,3,2,WC Qualifier
2024-04-14,Canada,Switzerland,0,1,Continental Cup
2024-04-15,South Korea,Qatar,1,1,WC Qualifier
2024-04-16,France,Ecuador,2,2,WC Qualifier
2024-04-17,Mexico,Turkey,1,2,Friendly
2024-04-18,Netherlands,Jordan,3,2,Friendly
2024-04-19,Iran,Serbia,2,1,Friendly
2024-04-19,Qatar,Algeria,0,0,Continental Cup
2024-04-20,Tunisia,Netherlands,1,2,Continental Cup
2024-04-21,Spain,Uzbekistan,1,0,Friendly
2024-04-22,Wales,Cape Verde,3,2,WC Qualifier
2024-04-23,Saudi Arabia,Turkey,1,1,Friendly
2024-04-24,France,Nigeria,0,0,Continental Cup
2024-04-25,Ecuador,Italy,2,3,WC Qualifier
2024-04-26,Portugal,Cape Verde,1,0,WC Qualifier
2024-04-27,Argentina,Turkey,2,1,WC Qualifier
2024-04-28,Morocco,Portugal,1,2,Friendly
2024-04-28,Italy,Peru,5,2,Nations League
2024-04-29,Saudi Arabia,Italy,0,1,Nations League
2024-04-30,Argentina,Scotland,2,2,WC Qualifier
2024-05-01,New Zealand,Algeria,1,1,Continental Cup
2024-05-02,Italy,Belgium,1,2,WC Qualifier
2024-05-03,Serbia,Peru,1,0,Friendly
2024-05-04,Austria,Jordan,2,0,Continental Cup
2024-05-05,Poland,Serbia,2,3,Nations League
2024-05-06,Canada,Qatar,2,1,Friendly
2024-05-07,Switzerland,Ukraine,3,4,Continental Cup
2024-05-08,Italy,Ukraine,3,4,WC Qualifier
2024-05-08,Curacao,Uzbekistan,2,0,Continental Cup
2024-05-09,Turkey,Croatia,0,2,Continental Cup
2024-05-10,United States,Mexico,2,3,Continental Cup
2024-05-11,Netherlands,South Korea,0,1,WC Qualifier
2024-05-12,Morocco,Jamaica,2,1,WC Qualifier
2024-05-13,Serbia,New Zealand,1,0,Nations League
2024-05-14,Netherlands,Peru,3,0,WC Qualifier
2024-05-15,Serbia,Argentina,0,1,WC Qualifier
2024-05-16,Curacao,Jamaica,2,2,Continental Cup
2024-05-17,Colombia,Spain,0,0,Nations League
2024-05-17,Saudi Arabia,Australia,1,2,Continental Cup
2024-05-18,Italy,Portugal,4,3,Friendly
2024-05-19,Scotland,Belgium,1,2,Nations League
2024-05-20,Portugal,Germany,4,2,Friendly
2024-05-21,Uzbekistan,Costa Rica,1,1,Nations League
2024-05-22,Uruguay,Croatia,2,2,WC Qualifier
2024-05-23,South Korea,Curacao,2,0,WC Qualifier
2024-05-24,Chile,Ecuador,2,3,WC Qualifier
2024-05-25,Chile,Poland,0,1,Continental Cup
2024-05-26,Morocco,Belgium,0,3,WC Qualifier
2024-05-26,Peru,Chile,1,1,WC Qualifier
2024-05-27,Germany,Spain,2,1,Friendly
2024-05-28,Spain,Jamaica,3,1,Friendly
2024-05-29,South Korea,Japan,3,2,Continental Cup
2024-05-30,Germany,Jordan,2,1,WC Qualifier
2024-05-31,Nigeria,Peru,2,3,WC Qualifier
2024-06-01,Uruguay,Algeria,5,4,WC Qualifier
2024-06-02,New Zealand,Senegal,1,2,Nations League
2024-06-03,South Korea,Canada,2,1,Continental Cup
2024-06-04,Poland,Jamaica,2,1,WC Qualifier
2024-06-05,Portugal,Belgium,2,3,Continental Cup
2024-06-05,New Zealand,Jordan,2,2,WC Qualifier
2024-06-06,Denmark,Panama,6,5,Friendly
2024-06-07,Cape Verde,Qatar,2,3,Friendly
2024-06-08,Poland,Tunisia,0,1,Continental Cup
2024-06-09,Argentina,Denmark,3,0,Continental Cup
2024-06-10,Belgium,Canada,4,0,Continental Cup
2024-06-11,Scotland,Uruguay,4,3,WC Qualifier
2024-06-12,Ukraine,Denmark,0,4,WC Qualifier
2024-06-13,Portugal,Nigeria,2,3,WC Qualifier
2024-06-14,Colombia,Nigeria,1,2,Nations League
2024-06-14,Portugal,Ukraine,3,1,Friendly
2024-06-15,Brazil,Spain,3,0,Nations League
2024-06-16,Japan,Costa Rica,0,0,Continental Cup
2024-06-17,Peru,Nigeria,3,2,Friendly
2024-06-18,Costa Rica,Cape Verde,3,3,Nations League
2024-06-19,Austria,Scotland,2,1,Friendly
2024-06-20,Uruguay,Peru,1,1,WC Qualifier
2024-06-21,Australia,Poland,0,0,Continental Cup
2024-06-22,Peru,Serbia,1,2,Friendly
2024-06-23,Spain,New Zealand,3,0,WC Qualifier
2024-06-23,Tunisia,Serbia,3,0,WC Qualifier
2024-06-24,Morocco,Tunisia,2,0,WC Qualifier
2024-06-25,Ecuador,Jamaica,5,4,Friendly
2024-06-26,Nigeria,Jordan,3,2,Continental Cup
2024-06-27,Ecuador,Cape Verde,5,4,Continental Cup
2024-06-28,Panama,Wales,1,2,WC Qualifier
2024-06-29,Turkey,Algeria,1,1,WC Qualifier
2024-06-30,Costa Rica,Spain,2,3,Friendly
2024-07-01,Japan,Portugal,3,2,Friendly
2024-07-02,Egypt,Brazil,2,3,Friendly
2024-07-03,Iran,Panama,3,1,Continental Cup
2024-07-03,Italy,Turkey,3,0,Friendly
2024-07-04,Germany,Peru,4,1,Friendly
2024-07-05,Ecuador,England,1,0,Continental Cup
2024-07-06,Egypt,Argentina,0,1,WC Qualifier
2024-07-07,Egypt,Iran,1,2,Continental Cup
2024-07-08,Iran,Egypt,1,1,WC Qualifier
2024-07-09,Mexico,Algeria,0,0,WC Qualifier
2024-07-10,Uruguay,Jamaica,1,0,Friendly
2024-07-11,Japan,Denmark,2,3,Nations League
2024-07-12,Qatar,Switzerland,2,1,WC Qualifier
2024-07-12,Ecuador,Mexico,3,4,Continental Cup
2024-07-13,Chile,Uruguay,1,1,Continental Cup
2024-07-14,Ukraine,Denmark,1,3,WC Qualifier
2024-07-15,Australia,Nigeria,1,1,Continental Cup
2024-07-16,Brazil,Japan,1,2,Continental Cup
2024-07-17,Saudi Arabia,Jordan,3,2,Continental Cup
2024-07-18,Austria,Morocco,3,2,Friendly
2024-07-19,France,Japan,1,0,WC Qualifier
2024-07-20,France,South Korea,1,0,Nations League
2024-07-21,Poland,Mexico,1,1,WC Qualifier
2024-07-21,Brazil,Ecuador,2,0,Friendly
2024-07-22,Canada,England,1,1,Friendly
2024-07-23,Brazil,Wales,2,3,WC Qualifier
2024-07-24,Algeria,Turkey,1,0,Continental Cup
2024-07-25,Cape Verde,Japan,0,4,Friendly
2024-07-26,Serbia,Italy,1,2,Continental Cup
2024-07-27,Mexico,Colombia,0,3,WC Qualifier
2024-07-28,Australia,Brazil,2,3,Nations League
2024-07-29,Spain,Poland,2,1,WC Qualifier
2024-07-30,Ukraine,Belgium,2,3,Nations League
2024-07-30,Switzerland,Italy,5,6,WC Qualifier
2024-07-31,Austria,South Korea,3,4,WC Qualifier
2024-08-01,Denmark,South Korea,2,1,WC Qualifier
2024-08-02,Argentina,Netherlands,0,1,Continental Cup
2024-08-03,Brazil,Denmark,3,2,Continental Cup
2024-08-04,Brazil,Nigeria,3,1,WC Qualifier
2024-08-05,Algeria,Costa Rica,2,3,Nations League
2024-08-06,Belgium,Peru,1,0,WC Qualifier
2024-08-07,Denmark,Poland,1,2,Friendly
2024-08-08,Netherlands,Morocco,1,1,Continental Cup
2024-08-09,Saudi Arabia,France,1,1,Friendly
2024-08-09,Egypt,Chile,1,2,WC Qualifier
2024-08-10,Costa Rica,Peru,3,2,Friendly
2024-08-11,United States,Saudi Arabia,2,2,WC Qualifier
2024-08-12,Jordan,Austria,1,2,Nations League
2024-08-13,South Korea,Croatia,1,0,Friendly
2024-08-14,Japan,Denmark,1,0,Friendly
2024-08-15,Germany,France,2,0,Continental Cup
2024-08-16,Colombia,Morocco,5,2,Friendly
2024-08-17,France,Switzerland,2,1,WC Qualifier
2024-08-18,Tunisia,Australia,1,0,Continental Cup
2024-08-18,Croatia,Scotland,5,4,Nations League
2024-08-19,Mexico,Peru,2,1,Friendly
2024-08-20,Uzbekistan,Costa Rica,4,3,WC Qualifier
2024-08-21,Belgium,Uruguay,3,2,WC Qualifier
2024-08-22,Turkey,Morocco,3,4,WC Qualifier
2024-08-23,Uzbekistan,Turkey,3,4,Friendly
2024-08-24,Spain,Peru,2,1,WC Qualifier
2024-08-25,Ecuador,Wales,4,3,Friendly
2024-08-26,South Korea,Nigeria,3,0,WC Qualifier
2024-08-27,Poland,Cape Verde,1,2,Friendly
2024-08-27,Jordan,Croatia,1,2,WC Qualifier
2024-08-28,Chile,Netherlands,0,3,Friendly
2024-08-29,Egypt,Uruguay,3,2,Nations League
2024-08-30,Italy,United States,2,1,Continental Cup
2024-08-31,New Zealand,Switzerland,2,1,Friendly
2024-09-01,Brazil,Portugal,2,1,Friendly
2024-09-02,England,Uzbekistan,2,2,WC Qualifier
2024-09-03,Jordan,Tunisia,2,1,Nations League
2024-09-04,Iran,Germany,0,0,Nations League
2024-09-05,Argentina,Poland,3,1,WC Qualifier
2024-09-06,Croatia,New Zealand,1,0,WC Qualifier
2024-09-06,Senegal,Mexico,1,1,Friendly
2024-09-07,Qatar,Australia,0,2,WC Qualifier
2024-09-08,Uzbekistan,Argentina,0,2,Continental Cup
2024-09-09,Jordan,South Korea,2,3,WC Qualifier
2024-09-10,Switzerland,Scotland,2,0,Friendly
2024-09-11,Ukraine,Senegal,1,2,WC Qualifier
2024-09-12,Turkey,Serbia,1,2,Continental Cup
2024-09-13,Peru,Colombia,2,3,Continental Cup
2024-09-14,Brazil,Belgium,3,2,WC Qualifier
2024-09-15,Argentina,Portugal,1,1,WC Qualifier
2024-09-15,Panama,England,1,2,WC Qualifier
2024-09-16,Chile,Mexico,1,4,Friendly
2024-09-17,Portugal,Cape Verde,1,0,Friendly
2024-09-18,Poland,Netherlands,3,3,WC Qualifier
2024-09-19,England,Portugal,1,0,Friendly
2024-09-20,New Zealand,Tunisia,2,3,Friendly
2024-09-21,Wales,Mexico,2,1,WC Qualifier
2024-09-22,Jamaica,Costa Rica,3,1,Continental Cup
2024-09-23,Tunisia,England,0,2,Friendly
2024-09-24,Ukraine,Germany,1,0,Nations League
2024-09-24,Argentina,Panama,4,0,Friendly
2024-09-25,Portugal,Panama,1,0,Continental Cup
2024-09-26,Curacao,Egypt,1,0,WC Qualifier
2024-09-27,Poland,South Korea,2,3,Friendly
2024-09-28,Wales,Cape Verde,1,3,Continental Cup
2024-09-29,Spain,Uzbekistan,1,0,WC Qualifier
2024-09-30,Algeria,Nigeria,3,2,WC Qualifier
2024-10-01,Ecuador,Turkey,1,0,Continental Cup
2024-10-02,Ecuador,Senegal,4,5,WC Qualifier
2024-10-03,Mexico,Panama,3,2,Friendly
2024-10-04,Iran,Turkey,3,2,WC Qualifier
2024-10-04,Australia,Wales,4,3,Continental Cup
2024-10-05,United States,Colombia,2,3,Friendly
2024-10-06,South Korea,Wales,1,0,Continental Cup
2024-10-07,United States,Peru,2,3,WC Qualifier
2024-10-08,Jordan,Turkey,2,1,WC Qualifier
2024-10-09,Uzbekistan,Poland,0,0,Friendly
2024-10-10,Portugal,Nigeria,2,0,WC Qualifier
2024-10-11,Iran,Nigeria,2,1,Continental Cup
2024-10-12,Jamaica,Morocco,1,1,Continental Cup
2024-10-13,Jordan,Uruguay,1,3,Continental Cup
2024-10-13,Switzerland,Morocco,3,2,WC Qualifier
2024-10-14,Chile,Cape Verde,2,3,WC Qualifier
2024-10-15,Belgium,Costa Rica,4,1,Continental Cup
2024-10-16,Jamaica,Belgium,1,1,Continental Cup
2024-10-17,Jordan,Colombia,0,1,Continental Cup
2024-10-18,Austria,Morocco,1,4,WC Qualifier
2024-10-19,Cape Verde,Australia,2,3,WC Qualifier
2024-10-20,New Zealand,Germany,2,3,Continental Cup
2024-10-21,Algeria,Morocco,0,4,Continental Cup
2024-10-22,Jordan,Egypt,0,0,Friendly
2024-10-22,Wales,France,0,2,Continental Cup
2024-10-23,Morocco,Argentina,2,3,WC Qualifier
2024-10-24,Peru,Canada,3,4,WC Qualifier
2024-10-25,Egypt,Jamaica,2,1,Friendly
2024-10-26,Turkey,France,1,3,Friendly
2024-10-27,United States,Iran,2,3,Friendly
2024-10-28,Morocco,Algeria,1,0,WC Qualifier
2024-10-29,Croatia,Cape Verde,2,0,Friendly
2024-10-30,Scotland,Panama,1,1,Nations League
2024-10-31,Tunisia,South Korea,2,1,WC Qualifier
2024-11-01,Japan,Germany,4,5,Friendly
2024-11-01,Scotland,Uruguay,0,3,Friendly
2024-11-02,Algeria,Serbia,1,1,WC Qualifier
2024-11-03,Netherlands,Italy,1,0,Nations League
2024-11-04,Argentina,Peru,5,4,WC Qualifier
2024-11-05,Croatia,Qatar,3,4,Friendly
2024-11-06,Uzbekistan,Peru,0,1,Friendly
2024-11-07,Italy,Chile,3,0,Nations League
2024-11-08,Uruguay,Portugal,3,4,WC Qualifier
2024-11-09,Scotland,Curacao,1,1,Friendly
2024-11-10,Curacao,Uzbekistan,1,1,WC Qualifier
2024-11-10,Italy,Nigeria,2,1,Continental Cup
2024-11-11,New Zealand,England,1,2,WC Qualifier
2024-11-12,Panama,Canada,0,1,Friendly
2024-11-13,Tunisia,Australia,5,4,Continental Cup
2024-11-14,Austria,Algeria,3,0,Nations League
2024-11-15,Switzerland,Panama,1,0,Friendly
2024-11-16,Scotland,Qatar,0,0,Friendly
2024-11-17,Jordan,Uruguay,0,1,WC Qualifier
2024-11-18,Curacao,Ukraine,2,2,Continental Cup
2024-11-19,Ukraine,Spain,3,2,WC Qualifier
2024-11-19,England,Germany,1,0,Nations League
2024-11-20,Egypt,Qatar,3,2,Nations League
2024-11-21,Ecuador,Belgium,0,3,Friendly
2024-11-22,Saudi Arabia,Curacao,3,2,WC Qualifier
2024-11-23,Ecuador,Egypt,2,3,Continental Cup
2024-11-24,Spain,United States,1,0,Friendly
2024-11-25,Nigeria,United States,1,2,WC Qualifier
2024-11-26,Cape Verde,Saudi Arabia,2,1,WC Qualifier
2024-11-27,Panama,England,2,3,WC Qualifier
2024-11-28,Brazil,Turkey,3,2,WC Qualifier
2024-11-28,Belgium,Egypt,2,1,Friendly
2024-11-29,Uruguay,South Korea,1,2,Continental Cup
2024-11-30,Canada,France,0,2,Nations League
2024-12-01,Australia,Scotland,3,3,Friendly
2024-12-02,Argentina,Curacao,1,0,WC Qualifier
2024-12-03,Belgium,Australia,2,1,Friendly
2024-12-04,Uruguay,New Zealand,1,1,WC Qualifier
2024-12-05,Cape Verde,Egypt,0,3,Friendly
2024-12-06,Jamaica,Curacao,1,2,Nations League
2024-12-07,Japan,Germany,3,4,Friendly
2024-12-08,United States,Costa Rica,2,3,Friendly
2024-12-08,Uruguay,England,1,3,Continental Cup
2024-12-09,Switzerland,Egypt,2,2,WC Qualifier
2024-12-10,Jamaica,Denmark,1,2,Friendly
2024-12-11,Mexico,Iran,2,0,Friendly
2024-12-12,Austria,New Zealand,0,0,Friendly
2024-12-13,Morocco,Austria,3,2,Friendly
2024-12-14,Ecuador,Netherlands,0,1,WC Qualifier
2024-12-15,Chile,Scotland,3,2,Continental Cup
2024-12-16,Costa Rica,France,0,2,WC Qualifier
2024-12-17,England,Portugal,2,3,WC Qualifier
2024-12-17,Uruguay,Colombia,3,2,WC Qualifier
2024-12-18,Japan,Portugal,1,2,Continental Cup
2024-12-19,Canada,Poland,3,2,WC Qualifier
2024-12-20,Croatia,Costa Rica,3,2,Friendly
2024-12-21,Panama,Scotland,0,2,Friendly
2024-12-22,Colombia,Brazil,2,3,Nations League
2024-12-23,South Korea,Mexico,0,1,Friendly
2024-12-24,United States,Wales,0,0,Friendly
2024-12-25,Morocco,South Korea,2,0,Friendly
2024-12-26,France,New Zealand,1,1,WC Qualifier
2024-12-26,Serbia,Spain,2,3,Continental Cup
2024-12-27,Cape Verde,England,1,2,Continental Cup
2024-12-28,Canada,Netherlands,3,2,Continental Cup
2024-12-29,Saudi Arabia,Nigeria,3,0,Friendly
2024-12-30,Ukraine,Costa Rica,2,1,WC Qualifier
2024-12-31,Denmark,Colombia,1,1,Friendly
2025-01-01,Croatia,Colombia,2,3,WC Qualifier
2025-01-02,Curacao,Spain,1,2,Continental Cup
2025-01-03,Tunisia,Jamaica,4,1,Nations League
2025-01-04,Colombia,Ukraine,2,0,Continental Cup
2025-01-05,Jordan,Turkey,2,1,WC Qualifier
2025-01-05,Italy,Canada,1,0,Friendly
2025-01-06,Croatia,Iran,3,4,Friendly
2025-01-07,Cape Verde,Algeria,1,1,Nations League
2025-01-08,Switzerland,Austria,1,0,Continental Cup
2025-01-09,England,Argentina,0,1,Nations League
2025-01-10,Costa Rica,Saudi Arabia,5,4,Friendly
2025-01-11,Australia,Japan,1,2,Nations League
2025-01-12,Mexico,Tunisia,3,2,Friendly
2025-01-13,Portugal,Australia,5,5,Friendly
2025-01-14,Egypt,Scotland,3,2,Continental Cup
2025-01-14,Turkey,Tunisia,3,4,Friendly
2025-01-15,Peru,Jordan,2,1,Continental Cup
2025-01-16,United States,Panama,2,1,Nations League
2025-01-17,Saudi Arabia,Austria,1,2,Friendly
2025-01-18,Serbia,Saudi Arabia,3,2,WC Qualifier
2025-01-19,Brazil,Croatia,3,2,Friendly
2025-01-20,Croatia,Colombia,2,1,Friendly
2025-01-21,Serbia,Jordan,2,0,Friendly
2025-01-22,Netherlands,Algeria,0,0,WC Qualifier
2025-01-23,Costa Rica,Canada,2,1,WC Qualifier
2025-01-23,Costa Rica,Uruguay,6,5,Friendly
2025-01-24,Scotland,France,1,2,Friendly
2025-01-25,Ukraine,South Korea,2,1,WC Qualifier
2025-01-26,Qatar,Argentina,2,3,WC Qualifier
2025-01-27,Saudi Arabia,England,1,2,Friendly
2025-01-28,Argentina,Switzerland,1,0,Friendly
2025-01-29,Costa Rica,Turkey,3,2,Nations League
2025-01-30,Uzbekistan,Mexico,1,2,WC Qualifier
2025-01-31,Mexico,Switzerland,2,3,WC Qualifier
2025-02-01,Japan,Brazil,2,3,Friendly
2025-02-02,Nigeria,Spain,1,2,WC Qualifier
2025-02-02,Germany,Costa Rica,2,2,Nations League
2025-02-03,England,Egypt,2,1,Nations League
2025-02-04,Cape Verde,Mexico,2,3,Friendly
2025-02-05,Argentina,Wales,4,3,Continental Cup
2025-02-06,Switzerland,Belgium,1,2,WC Qualifier
2025-02-07,Algeria,Costa Rica,1,1,Continental Cup
2025-02-08,Japan,Wales,1,1,Nations League
2025-02-09,England,France,3,3,Nations League
2025-02-10,Panama,Portugal,3,5,Continental Cup
2025-02-11,Turkey,Canada,3,4,WC Qualifier
2025-02-11,Netherlands,Senegal,3,2,Friendly
2025-02-12,Ukraine,Italy,2,1,WC Qualifier
2025-02-13,Costa Rica,Ecuador,0,0,Friendly
2025-02-14,Jamaica,Canada,0,0,Friendly
2025-02-15,Morocco,Turkey,0,1,Friendly
2025-02-16,Tunisia,Ukraine,0,1,Continental Cup
2025-02-17,Belgium,Netherlands,2,1,WC Qualifier
2025-02-18,United States,Egypt,3,2,Continental Cup
2025-02-19,Denmark,Qatar,1,0,Friendly
2025-02-20,Ukraine,Peru,1,0,Friendly
2025-02-20,Mexico,Uzbekistan,0,2,Nations League
2025-02-21,Peru,Australia,2,2,Friendly
2025-02-22,Wales,Scotland,4,3,Friendly
2025-02-23,Nigeria,Panama,3,2,WC Qualifier
2025-02-24,Peru,Argentina,1,4,Friendly
2025-02-25,Senegal,Cape Verde,1,0,Friendly
2025-02-26,New Zealand,Germany,1,1,Friendly
2025-02-27,Jordan,Canada,4,3,Friendly
2025-02-28,Spain,Austria,3,2,Nations League
2025-03-01,Senegal,Nigeria,1,2,WC Qualifier
2025-03-02,Wales,Belgium,0,1,Nations League
2025-03-02,Costa Rica,Argentina,2,3,WC Qualifier
2025-03-03,Wales,Tunisia,1,1,WC Qualifier
2025-03-04,Egypt,Belgium,3,3,Continental Cup
2025-03-05,Uruguay,Nigeria,1,2,Nations League
2025-03-06,Chile,Wales,1,2,Friendly
2025-03-07,Belgium,Uzbekistan,1,0,Friendly
2025-03-08,Portugal,Panama,2,2,WC Qualifier
2025-03-09,Netherlands,Mexico,5,6,Continental Cup
2025-03-10,Tunisia,Australia,3,2,Nations League
2025-03-11,Uzbekistan,Peru,2,3,WC Qualifier
2025-03-11,Turkey,Costa Rica,2,3,Friendly
2025-03-12,Cape Verde,Mexico,3,3,Friendly
2025-03-13,New Zealand,France,1,2,Friendly
2025-03-14,Turkey,France,1,2,Nations League
2025-03-15,Canada,Australia,1,2,WC Qualifier
2025-03-16,Chile,Jamaica,2,0,WC Qualifier
2025-03-17,Tunisia,Costa Rica,2,1,Friendly
2025-03-18,Argentina,Senegal,1,2,WC Qualifier
2025-03-19,Mexico,Canada,0,1,WC Qualifier
2025-03-20,Germany,New Zealand,3,2,Nations League
2025-03-20,Qatar,Poland,3,2,WC Qualifier
2025-03-21,Panama,Chile,1,0,WC Qualifier
2025-03-22,South Korea,Switzerland,0,0,Continental Cup
2025-03-23,Netherlands,Uzbekistan,1,0,WC Qualifier
2025-03-24,Mexico,Netherlands,2,3,WC Qualifier
2025-03-25,South Korea,New Zealand,2,3,Friendly
2025-03-26,France,Turkey,2,0,Friendly
2025-03-27,Ecuador,Switzerland,1,2,WC Qualifier
2025-03-28,Wales,New Zealand,4,0,Nations League
2025-03-29,Nigeria,Denmark,1,0,WC Qualifier
2025-03-29,Tunisia,Portugal,1,2,Continental Cup
2025-03-30,Panama,Serbia,3,2,WC Qualifier
2025-03-31,Belgium,Serbia,1,1,Friendly
2025-04-01,France,Ukraine,4,5,Nations League
2025-04-02,Scotland,Uruguay,3,4,Continental Cup
2025-04-03,Italy,Serbia,2,1,Nations League
2025-04-04,Scotland,Panama,3,2,Nations League
2025-04-05,Turkey,Curacao,3,3,WC Qualifier
2025-04-06,Poland,Wales,0,3,Friendly
2025-04-07,Austria,Turkey,3,2,Continental Cup
2025-04-08,Turkey,Croatia,1,2,Continental Cup
2025-04-08,Morocco,Ukraine,0,1,Friendly
2025-04-09,Austria,Mexico,5,4,WC Qualifier
2025-04-10,Canada,Turkey,1,2,Friendly
2025-04-11,United States,Austria,3,2,Friendly
2025-04-12,Saudi Arabia,Scotland,5,1,Continental Cup
2025-04-13,England,Germany,2,3,Friendly
2025-04-14,Netherlands,Curacao,3,0,Continental Cup
2025-04-15,Japan,Senegal,1,1,Nations League
2025-04-16,Qatar,Uzbekistan,3,2,Friendly
2025-04-17,Wales,England,2,2,Friendly
2025-04-17,Jordan,England,3,4,Continental Cup
2025-04-18,Chile,Austria,3,2,Friendly
2025-04-19,Nigeria,England,2,3,Continental Cup
2025-04-20,Japan,Ecuador,2,2,Friendly
2025-04-21,Canada,England,0,1,Friendly
2025-04-22,Egypt,United States,3,2,Friendly
2025-04-23,Switzerland,Ecuador,4,4,Continental Cup
2025-04-24,Egypt,Croatia,0,1,WC Qualifier
2025-04-25,Tunisia,Colombia,4,3,WC Qualifier
2025-04-26,Australia,Scotland,2,1,Friendly
2025-04-26,Germany,Saudi Arabia,2,1,Continental Cup
